LABORATORY,FSRI 
TEST IDENT,PEbat_HF50_1
OPERATOR,Dow
MATERIAL,"PE batting, 1.75 inch thick"
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03860524669289589
SPEC HOLDER DIFF,-98.3699951171875
SPECIMEN MASS,5.869999885559082
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,758
TIME TO IGN,36.75
END OF TEST SCAN,278
END OF TEST TIME,69.5
TEST STATUS,1
PRE TEST CMT,without frame or grid
POST TEST CMT,two opposing corners of foil collapsed towards center shortly before extinguishment
