LABORATORY,FSRI 
TEST IDENT,XPS_Foam_HF50_3
OPERATOR,Dow
MATERIAL,XPS Foam Insulation
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04070454463362694
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.369999885559082
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,758
TIME TO IGN,15.25
END OF TEST SCAN,278
END OF TEST TIME,69.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.47 x 102.50 x 25.33 mm
POST TEST CMT,"Immediately after the start of the test the sample began to shrivel, then melt. Formed a small liquid pool prior to ignition."
