LABORATORY,FSRI 
TEST IDENT,XPS_Foam_HF25_3
OPERATOR,Dow
MATERIAL,XPS Foam Insulation
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04070454463362694
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.659999847412109
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1574
TIME TO IGN,160.5
END OF TEST SCAN,1094
END OF TEST TIME,273.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.08 x 102.11 x 25.66 mm
POST TEST CMT,"Immediately after the start of the test the sample began to shrivel, then melt. Formed a small liquid pool prior to ignition."
