LABORATORY,FSRI 
TEST IDENT,Insulation3_HF50_2
OPERATOR,Dow
MATERIAL,fiberglass insulation 3 (saint gobain)
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04208800941705704
SPEC HOLDER DIFF,-566
SPECIMEN MASS,8.880000114440918
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,523
TIME TO IGN,2
END OF TEST SCAN,43
END OF TEST TIME,10.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 103 x 98 x 49 mm; with frame compressed to about 40 mm
